;,ENVI Out,put,of RO,Is (5.5.1),[Tue Nov 05,11:47:24 20,19],,,
,2274  3,31,1917,772557.87,2049809.2,18.521264,-72.418371,150,193,234
,2275  3,32,1917,772557.95,2049809.2,18.521264,-72.41837,156,201,243
,2276  3,28,1917,772557.63,2049809.2,18.521264,-72.418373,136,168,206
,2277  3,30,1918,772557.79,2049809.12,18.521263,-72.418372,141,176,214
,2278  3,29,1918,772557.71,2049809.12,18.521263,-72.418373,136,165,203
,2279  3,386,3255,772586.38,2049701.73,18.52029,-72.418116,111,150,194
,2280  3,387,3255,772586.46,2049701.73,18.52029,-72.418115,111,141,203
,2281  3,388,3255,772586.54,2049701.73,18.52029,-72.418114,110,141,204
,2282  3,389,3255,772586.62,2049701.73,18.52029,-72.418114,110,148,198
,2283  3,390,3255,772586.7,2049701.73,18.52029,-72.418113,109,146,191
,2284  3,385,3256,772586.3,2049701.65,18.520289,-72.418117,111,148,180
,2285  3,386,3256,772586.38,2049701.65,18.520289,-72.418116,117,158,191
,2286  3,387,3256,772586.46,2049701.65,18.520289,-72.418115,115,156,202
,2287  3,388,3256,772586.54,2049701.65,18.520289,-72.418114,113,158,204
,2288  3,389,3256,772586.62,2049701.65,18.520289,-72.418114,111,163,200
,2289  3,390,3256,772586.7,2049701.65,18.520289,-72.418113,109,150,196
,2290  3,391,3256,772586.78,2049701.65,18.520289,-72.418112,106,143,190
,2291  3,392,3256,772586.86,2049701.65,18.520289,-72.418111,104,145,181
,2292  3,393,3256,772586.94,2049701.65,18.520289,-72.418111,105,140,173
,2293  3,394,3256,772587.02,2049701.65,18.520289,-72.41811,108,134,164
,2294  3,395,3256,772587.1,2049701.65,18.520289,-72.418109,111,122,162
,2295  3,396,3256,772587.18,2049701.65,18.520289,-72.418108,113,123,160
,2296  3,385,3257,772586.3,2049701.57,18.520288,-72.418117,118,157,191
,2297  3,386,3257,772586.38,2049701.57,18.520288,-72.418116,122,161,187
,2298  3,387,3257,772586.46,2049701.57,18.520288,-72.418115,119,167,185
,2299  3,388,3257,772586.54,2049701.57,18.520288,-72.418114,115,159,184
,2300  3,389,3257,772586.62,2049701.57,18.520288,-72.418114,112,147,183
,2301  3,390,3257,772586.7,2049701.57,18.520288,-72.418113,108,133,181
,2302  3,391,3257,772586.78,2049701.57,18.520288,-72.418112,104,129,181
,2303  3,392,3257,772586.86,2049701.57,18.520288,-72.418111,100,135,181
,2304  3,393,3257,772586.94,2049701.57,18.520288,-72.418111,103,126,181
,2305  3,394,3257,772587.02,2049701.57,18.520288,-72.41811,107,118,180
,2306  3,395,3257,772587.1,2049701.57,18.520288,-72.418109,111,123,175
,2307  3,396,3257,772587.18,2049701.57,18.520288,-72.418108,115,134,171
,2308  3,397,3257,772587.27,2049701.57,18.520288,-72.418108,118,151,166
,2309  3,398,3257,772587.35,2049701.57,18.520288,-72.418107,121,148,178
,2310  3,399,3257,772587.43,2049701.57,18.520288,-72.418106,124,148,191
,2311  3,400,3257,772587.51,2049701.57,18.520288,-72.418105,125,157,204
,2312  3,401,3257,772587.59,2049701.57,18.520288,-72.418105,126,168,212
,2313  3,385,3258,772586.3,2049701.49,18.520288,-72.418117,118,157,199
,2314  3,386,3258,772586.38,2049701.49,18.520288,-72.418116,121,156,181
,2315  3,387,3258,772586.46,2049701.49,18.520288,-72.418115,118,162,165
,2316  3,388,3258,772586.54,2049701.49,18.520288,-72.418114,115,143,162
,2317  3,389,3258,772586.62,2049701.49,18.520288,-72.418114,112,123,162
,2318  3,390,3258,772586.7,2049701.49,18.520288,-72.418113,109,118,162
,2319  3,391,3258,772586.78,2049701.49,18.520288,-72.418112,105,119,169
,2320  3,392,3258,772586.86,2049701.49,18.520288,-72.418111,101,125,182
,2321  3,393,3258,772586.94,2049701.49,18.520288,-72.418111,104,117,195
,2322  3,394,3258,772587.02,2049701.49,18.520288,-72.41811,109,116,202
,2323  3,395,3258,772587.1,2049701.49,18.520288,-72.418109,113,142,198
,2324  3,396,3258,772587.18,2049701.49,18.520288,-72.418108,118,160,193
,2325  3,397,3258,772587.27,2049701.49,18.520288,-72.418108,123,173,189
,2326  3,398,3258,772587.35,2049701.49,18.520288,-72.418107,128,165,197
,2327  3,399,3258,772587.43,2049701.49,18.520288,-72.418106,132,163,205
,2328  3,400,3258,772587.51,2049701.49,18.520288,-72.418105,132,172,214
,2329  3,401,3258,772587.59,2049701.49,18.520287,-72.418105,133,174,217
,2330  3,402,3258,772587.67,2049701.49,18.520287,-72.418104,133,175,219
,2331  3,403,3258,772587.75,2049701.49,18.520287,-72.418103,132,174,221
,2332  3,404,3258,772587.83,2049701.49,18.520287,-72.418102,132,172,219
,2333  3,405,3258,772587.91,2049701.49,18.520287,-72.418102,132,168,212
,2334  3,406,3258,772587.99,2049701.49,18.520287,-72.418101,128,164,204
,2335  3,407,3258,772588.07,2049701.49,18.520287,-72.4181,124,160,198
,2336  3,384,3259,772586.22,2049701.41,18.520287,-72.418117,108,159,237
,2337  3,385,3259,772586.3,2049701.41,18.520287,-72.418117,110,147,204
,2338  3,386,3259,772586.38,2049701.41,18.520287,-72.418116,111,137,173
,2339  3,387,3259,772586.46,2049701.41,18.520287,-72.418115,111,130,142
,2340  3,388,3259,772586.54,2049701.41,18.520287,-72.418114,110,108,140
,2341  3,389,3259,772586.62,2049701.41,18.520287,-72.418114,110,97,142
,2342  3,390,3259,772586.7,2049701.41,18.520287,-72.418113,113,119,144
,2343  3,391,3259,772586.78,2049701.41,18.520287,-72.418112,116,131,161
,2344  3,392,3259,772586.86,2049701.41,18.520287,-72.418111,119,136,185
,2345  3,393,3259,772586.94,2049701.41,18.520287,-72.418111,122,146,210
,2346  3,394,3259,772587.02,2049701.41,18.520287,-72.41811,125,161,224
,2347  3,395,3259,772587.1,2049701.41,18.520287,-72.418109,129,186,220
,2348  3,396,3259,772587.18,2049701.41,18.520287,-72.418108,131,185,216
,2349  3,397,3259,772587.27,2049701.41,18.520287,-72.418108,131,176,212
,2350  3,398,3259,772587.35,2049701.41,18.520287,-72.418107,133,165,215
,2351  3,399,3259,772587.43,2049701.41,18.520287,-72.418106,133,163,219
,2352  3,400,3259,772587.51,2049701.41,18.520287,-72.418105,132,169,222
,2353  3,401,3259,772587.59,2049701.41,18.520287,-72.418105,132,170,220
,2354  3,402,3259,772587.67,2049701.41,18.520287,-72.418104,132,169,218
,2355  3,403,3259,772587.75,2049701.41,18.520287,-72.418103,131,168,216
,2356  3,404,3259,772587.83,2049701.41,18.520287,-72.418102,131,167,212
,2357  3,405,3259,772587.91,2049701.41,18.520287,-72.418102,131,165,208
,2358  3,406,3259,772587.99,2049701.41,18.520287,-72.418101,129,164,203
,2359  3,407,3259,772588.07,2049701.41,18.520287,-72.4181,126,162,200
,2360  3,408,3259,772588.15,2049701.41,18.520287,-72.418099,124,156,202
,2361  3,409,3259,772588.23,2049701.41,18.520287,-72.418098,122,158,205
,2362  3,410,3259,772588.31,2049701.41,18.520287,-72.418098,121,164,207
,2363  3,411,3259,772588.39,2049701.41,18.520287,-72.418097,120,165,207
,2364  3,412,3259,772588.47,2049701.41,18.520287,-72.418096,120,166,207
,2365  3,384,3260,772586.22,2049701.33,18.520286,-72.418117,103,122,205
,2366  3,385,3260,772586.3,2049701.33,18.520286,-72.418117,101,126,193
,2367  3,386,3260,772586.38,2049701.33,18.520286,-72.418116,102,120,179
,2368  3,387,3260,772586.46,2049701.33,18.520286,-72.418115,103,109,163
,2369  3,388,3260,772586.54,2049701.33,18.520286,-72.418114,104,115,166
,2370  3,389,3260,772586.62,2049701.33,18.520286,-72.418114,109,127,170
,2371  3,390,3260,772586.7,2049701.33,18.520286,-72.418113,119,152,173
,2372  3,391,3260,772586.78,2049701.33,18.520286,-72.418112,129,161,187
,2373  3,392,3260,772586.86,2049701.33,18.520286,-72.418111,138,164,206
,2374  3,393,3260,772586.94,2049701.33,18.520286,-72.418111,140,181,226
,2375  3,394,3260,772587.02,2049701.33,18.520286,-72.41811,142,194,236
,2376  3,395,3260,772587.1,2049701.33,18.520286,-72.418109,145,205,230
,2377  3,396,3260,772587.18,2049701.33,18.520286,-72.418108,142,191,225
,2378  3,397,3260,772587.27,2049701.33,18.520286,-72.418108,139,174,222
,2379  3,398,3260,772587.35,2049701.33,18.520286,-72.418107,136,166,223
,2380  3,399,3260,772587.43,2049701.33,18.520286,-72.418106,134,164,224
,2381  3,400,3260,772587.51,2049701.33,18.520286,-72.418105,132,168,226
,2382  3,401,3260,772587.59,2049701.33,18.520286,-72.418105,130,167,223
,2383  3,402,3260,772587.67,2049701.33,18.520286,-72.418104,129,166,219
,2384  3,403,3260,772587.75,2049701.33,18.520286,-72.418103,130,163,216
,2385  3,404,3260,772587.83,2049701.33,18.520286,-72.418102,131,164,211
,2386  3,405,3260,772587.91,2049701.33,18.520286,-72.418102,131,167,208
,2387  3,406,3260,772587.99,2049701.33,18.520286,-72.418101,132,169,204
,2388  3,407,3260,772588.07,2049701.33,18.520286,-72.4181,132,167,205
,2389  3,408,3260,772588.15,2049701.33,18.520286,-72.418099,132,157,211
,2390  3,409,3260,772588.23,2049701.33,18.520286,-72.418098,131,160,219
,2391  3,410,3260,772588.31,2049701.33,18.520286,-72.418098,130,169,226
,2392  3,411,3260,772588.39,2049701.33,18.520286,-72.418097,128,178,229
,2393  3,412,3260,772588.47,2049701.33,18.520286,-72.418096,127,179,233
,2394  3,413,3260,772588.55,2049701.33,18.520286,-72.418095,126,173,236
,2395  3,414,3260,772588.63,2049701.33,18.520286,-72.418095,125,172,228
,2396  3,415,3260,772588.71,2049701.33,18.520286,-72.418094,123,171,219
,2397  3,416,3260,772588.79,2049701.33,18.520286,-72.418093,121,165,211
,2398  3,417,3260,772588.87,2049701.33,18.520286,-72.418092,118,163,205
,2399  3,384,3261,772586.22,2049701.25,18.520285,-72.418117,103,111,176
,2400  3,385,3261,772586.3,2049701.25,18.520285,-72.418117,101,121,183
,2401  3,386,3261,772586.38,2049701.25,18.520285,-72.418116,103,120,189
,2402  3,387,3261,772586.46,2049701.25,18.520285,-72.418115,106,116,194
,2403  3,388,3261,772586.54,2049701.25,18.520285,-72.418114,109,143,201
,2404  3,389,3261,772586.62,2049701.25,18.520285,-72.418114,116,167,209
,2405  3,390,3261,772586.7,2049701.25,18.520285,-72.418113,129,187,217
,2406  3,391,3261,772586.78,2049701.25,18.520285,-72.418112,142,194,224
,2407  3,392,3261,772586.86,2049701.25,18.520285,-72.418111,154,198,232
,2408  3,393,3261,772586.94,2049701.25,18.520285,-72.418111,155,212,241
,2409  3,394,3261,772587.02,2049701.25,18.520285,-72.41811,157,215,241
,2410  3,395,3261,772587.1,2049701.25,18.520285,-72.418109,159,206,232
,2411  3,396,3261,772587.18,2049701.25,18.520285,-72.418108,153,186,223
,2412  3,397,3261,772587.27,2049701.25,18.520285,-72.418108,146,171,218
,2413  3,398,3261,772587.35,2049701.25,18.520285,-72.418107,140,166,220
,2414  3,399,3261,772587.43,2049701.25,18.520285,-72.418106,135,167,222
,2415  3,400,3261,772587.51,2049701.25,18.520285,-72.418105,131,171,224
,2416  3,401,3261,772587.59,2049701.25,18.520285,-72.418105,127,169,225
,2417  3,402,3261,772587.67,2049701.25,18.520285,-72.418104,126,165,225
,2418  3,403,3261,772587.75,2049701.25,18.520285,-72.418103,128,157,226
,2419  3,404,3261,772587.83,2049701.25,18.520285,-72.418102,130,166,224
,2420  3,405,3261,772587.91,2049701.25,18.520285,-72.418102,132,180,221
,2421  3,406,3261,772587.99,2049701.25,18.520285,-72.418101,135,187,217
,2422  3,407,3261,772588.07,2049701.25,18.520285,-72.4181,138,183,217
,2423  3,408,3261,772588.15,2049701.25,18.520285,-72.418099,140,169,221
,2424  3,409,3261,772588.23,2049701.25,18.520285,-72.418098,139,169,225
,2425  3,410,3261,772588.31,2049701.25,18.520285,-72.418098,137,173,228
,2426  3,411,3261,772588.39,2049701.25,18.520285,-72.418097,136,176,228
,2427  3,412,3261,772588.47,2049701.25,18.520285,-72.418096,133,175,228
,2428  3,413,3261,772588.55,2049701.25,18.520285,-72.418095,131,171,228
,2429  3,414,3261,772588.63,2049701.25,18.520285,-72.418095,128,170,224
,2430  3,415,3261,772588.71,2049701.25,18.520285,-72.418094,125,168,220
,2431  3,416,3261,772588.79,2049701.25,18.520285,-72.418093,122,163,215
,2432  3,417,3261,772588.87,2049701.25,18.520285,-72.418092,118,161,209
,2433  3,418,3261,772588.95,2049701.25,18.520285,-72.418092,115,160,203
,2434  3,419,3261,772589.03,2049701.25,18.520285,-72.418091,113,151,197
,2435  3,420,3261,772589.11,2049701.25,18.520285,-72.41809,110,144,198
,2436  3,421,3261,772589.19,2049701.25,18.520285,-72.418089,107,141,209
,2437  3,422,3261,772589.27,2049701.25,18.520285,-72.418089,120,159,220
,2438  3,383,3262,772586.14,2049701.17,18.520285,-72.418118,109,108,132
,2439  3,384,3262,772586.22,2049701.17,18.520285,-72.418118,112,124,151
,2440  3,385,3262,772586.3,2049701.17,18.520285,-72.418117,114,134,177
,2441  3,386,3262,772586.38,2049701.17,18.520285,-72.418116,119,147,203
,2442  3,387,3262,772586.46,2049701.17,18.520285,-72.418115,125,163,225
,2443  3,388,3262,772586.54,2049701.17,18.520285,-72.418114,131,190,237
,2444  3,389,3262,772586.62,2049701.17,18.520285,-72.418114,138,205,249
,2445  3,390,3262,772586.7,2049701.17,18.520285,-72.418113,146,209,255
,2446  3,391,3262,772586.78,2049701.17,18.520285,-72.418112,156,213,255
,2447  3,392,3262,772586.86,2049701.17,18.520285,-72.418111,162,216,255
,2448  3,393,3262,772586.94,2049701.17,18.520285,-72.418111,160,216,253
,2449  3,394,3262,772587.02,2049701.17,18.520285,-72.41811,158,216,245
,2450  3,395,3262,772587.1,2049701.17,18.520285,-72.418109,157,214,233
,2451  3,396,3262,772587.18,2049701.17,18.520285,-72.418108,149,187,221
,2452  3,397,3262,772587.27,2049701.17,18.520285,-72.418108,142,168,215
,2453  3,398,3262,772587.35,2049701.17,18.520285,-72.418107,134,162,217
,2454  3,399,3262,772587.43,2049701.17,18.520285,-72.418106,132,166,220
,2455  3,400,3262,772587.51,2049701.17,18.520285,-72.418105,131,173,223
,2456  3,401,3262,772587.59,2049701.17,18.520285,-72.418105,129,175,228
,2457  3,402,3262,772587.67,2049701.17,18.520285,-72.418104,129,174,233
,2458  3,403,3262,772587.75,2049701.17,18.520285,-72.418103,131,170,238
,2459  3,404,3262,772587.83,2049701.17,18.520285,-72.418102,132,185,236
,2460  3,405,3262,772587.91,2049701.17,18.520285,-72.418102,134,199,233
,2461  3,406,3262,772587.99,2049701.17,18.520285,-72.418101,137,194,231
,2462  3,407,3262,772588.07,2049701.17,18.520285,-72.4181,139,185,229
,2463  3,408,3262,772588.15,2049701.17,18.520285,-72.418099,142,171,230
,2464  3,409,3262,772588.23,2049701.17,18.520285,-72.418099,141,172,230
,2465  3,410,3262,772588.31,2049701.17,18.520284,-72.418098,140,174,229
,2466  3,411,3262,772588.39,2049701.17,18.520284,-72.418097,138,173,225
,2467  3,412,3262,772588.47,2049701.17,18.520284,-72.418096,136,172,221
,2468  3,413,3262,772588.55,2049701.17,18.520284,-72.418095,133,169,218
,2469  3,414,3262,772588.63,2049701.17,18.520284,-72.418095,130,168,218
,2470  3,415,3262,772588.71,2049701.17,18.520284,-72.418094,126,165,218
,2471  3,416,3262,772588.79,2049701.17,18.520284,-72.418093,122,162,218
,2472  3,417,3262,772588.87,2049701.17,18.520284,-72.418092,119,158,211
,2473  3,418,3262,772588.95,2049701.17,18.520284,-72.418092,115,154,202
,2474  3,419,3262,772589.03,2049701.17,18.520284,-72.418091,112,145,193
,2475  3,420,3262,772589.11,2049701.17,18.520284,-72.41809,110,141,196
,2476  3,421,3262,772589.19,2049701.17,18.520284,-72.418089,107,145,210
,2477  3,422,3262,772589.27,2049701.17,18.520284,-72.418089,123,162,224
,2478  3,423,3262,772589.35,2049701.17,18.520284,-72.418088,144,185,242
,2479  3,424,3262,772589.43,2049701.17,18.520284,-72.418087,164,223,255
,2480  3,425,3262,772589.51,2049701.17,18.520284,-72.418086,184,254,255
,2481  3,426,3262,772589.59,2049701.17,18.520284,-72.418086,203,255,255
,2482  3,427,3262,772589.67,2049701.17,18.520284,-72.418085,222,255,255
,2483  3,383,3263,772586.14,2049701.09,18.520284,-72.418118,114,141,168
,2484  3,384,3263,772586.22,2049701.09,18.520284,-72.418118,120,155,184
,2485  3,385,3263,772586.3,2049701.09,18.520284,-72.418117,127,163,205
,2486  3,386,3263,772586.38,2049701.09,18.520284,-72.418116,136,180,226
,2487  3,387,3263,772586.46,2049701.09,18.520284,-72.418115,144,197,244
,2488  3,388,3263,772586.54,2049701.09,18.520284,-72.418114,154,212,253
,2489  3,389,3263,772586.62,2049701.09,18.520284,-72.418114,159,221,255
,2490  3,390,3263,772586.7,2049701.09,18.520284,-72.418113,163,225,255
,2491  3,391,3263,772586.78,2049701.09,18.520284,-72.418112,168,221,255
,2492  3,392,3263,772586.86,2049701.09,18.520284,-72.418111,169,217,255
,2493  3,393,3263,772586.94,2049701.09,18.520284,-72.418111,164,212,248
,2494  3,394,3263,772587.02,2049701.09,18.520284,-72.41811,158,206,237
,2495  3,395,3263,772587.1,2049701.09,18.520284,-72.418109,153,199,225
,2496  3,396,3263,772587.18,2049701.09,18.520284,-72.418108,144,173,214
,2497  3,397,3263,772587.27,2049701.09,18.520284,-72.418108,137,159,209
,2498  3,398,3263,772587.35,2049701.09,18.520284,-72.418107,129,159,214
,2499  3,399,3263,772587.43,2049701.09,18.520284,-72.418106,129,168,218
,2500  3,400,3263,772587.51,2049701.09,18.520284,-72.418105,130,177,223
,2501  3,401,3263,772587.59,2049701.09,18.520284,-72.418105,132,180,230
,2502  3,402,3263,772587.67,2049701.09,18.520284,-72.418104,133,182,237
,2503  3,403,3263,772587.75,2049701.09,18.520284,-72.418103,133,184,244
,2504  3,404,3263,772587.83,2049701.09,18.520284,-72.418102,134,201,244
,2505  3,405,3263,772587.91,2049701.09,18.520284,-72.418102,135,209,243
,2506  3,406,3263,772587.99,2049701.09,18.520284,-72.418101,137,191,242
,2507  3,407,3263,772588.07,2049701.09,18.520284,-72.4181,139,178,240
,2508  3,408,3263,772588.15,2049701.09,18.520284,-72.418099,141,167,237
,2509  3,409,3263,772588.23,2049701.09,18.520284,-72.418099,139,171,235
,2510  3,410,3263,772588.31,2049701.09,18.520284,-72.418098,138,172,230
,2511  3,411,3263,772588.39,2049701.09,18.520284,-72.418097,137,171,222
,2512  3,412,3263,772588.47,2049701.09,18.520284,-72.418096,134,170,214
,2513  3,413,3263,772588.55,2049701.09,18.520284,-72.418095,132,169,208
,2514  3,414,3263,772588.63,2049701.09,18.520284,-72.418095,130,167,214
,2515  3,415,3263,772588.71,2049701.09,18.520284,-72.418094,126,166,218
,2516  3,416,3263,772588.79,2049701.09,18.520284,-72.418093,123,164,223
,2517  3,417,3263,772588.87,2049701.09,18.520284,-72.418092,119,160,212
,2518  3,418,3263,772588.95,2049701.09,18.520284,-72.418092,116,154,200
,2519  3,419,3263,772589.03,2049701.09,18.520284,-72.418091,114,145,188
,2520  3,420,3263,772589.11,2049701.09,18.520284,-72.41809,112,140,193
,2521  3,421,3263,772589.19,2049701.09,18.520284,-72.418089,110,138,211
,2522  3,422,3263,772589.27,2049701.09,18.520284,-72.418089,127,164,229
,2523  3,423,3263,772589.35,2049701.09,18.520284,-72.418088,146,193,249
,2524  3,424,3263,772589.43,2049701.09,18.520284,-72.418087,166,224,255
,2525  3,425,3263,772589.51,2049701.09,18.520284,-72.418086,182,245,255
,2526  3,426,3263,772589.59,2049701.09,18.520284,-72.418086,196,255,255
,2527  3,427,3263,772589.67,2049701.09,18.520284,-72.418085,210,255,255
,2528  3,428,3263,772589.76,2049701.09,18.520284,-72.418084,214,255,255
,2529  3,429,3263,772589.84,2049701.09,18.520284,-72.418083,201,255,255
,2530  3,430,3263,772589.92,2049701.09,18.520284,-72.418083,188,238,255
,2531  3,431,3263,772590,2049701.09,18.520284,-72.418082,175,188,227
,2532  3,432,3263,772590.08,2049701.09,18.520284,-72.418081,155,168,188
,2533  3,383,3264,772586.14,2049701.01,18.520283,-72.418118,120,167,205
,2534  3,384,3264,772586.22,2049701.01,18.520283,-72.418118,130,179,218
,2535  3,385,3264,772586.3,2049701.01,18.520283,-72.418117,138,190,233
,2536  3,386,3264,772586.38,2049701.01,18.520283,-72.418116,148,205,249
,2537  3,387,3264,772586.46,2049701.01,18.520283,-72.418115,158,217,255
,2538  3,388,3264,772586.54,2049701.01,18.520283,-72.418114,168,224,255
,2539  3,389,3264,772586.62,2049701.01,18.520283,-72.418114,173,228,255
,2540  3,390,3264,772586.7,2049701.01,18.520283,-72.418113,174,232,255
,2541  3,391,3264,772586.78,2049701.01,18.520283,-72.418112,176,220,255
,2542  3,392,3264,772586.86,2049701.01,18.520283,-72.418111,174,210,246
,2543  3,393,3264,772586.94,2049701.01,18.520283,-72.418111,165,204,233
,2544  3,394,3264,772587.02,2049701.01,18.520283,-72.41811,157,188,222
,2545  3,395,3264,772587.1,2049701.01,18.520283,-72.418109,148,169,211
,2546  3,396,3264,772587.18,2049701.01,18.520283,-72.418108,140,146,201
,2547  3,397,3264,772587.27,2049701.01,18.520283,-72.418108,132,143,201
,2548  3,398,3264,772587.35,2049701.01,18.520283,-72.418107,123,158,209
,2549  3,399,3264,772587.43,2049701.01,18.520283,-72.418106,126,173,217
,2550  3,400,3264,772587.51,2049701.01,18.520283,-72.418105,131,183,223
,2551  3,401,3264,772587.59,2049701.01,18.520283,-72.418105,135,181,227
,2552  3,402,3264,772587.67,2049701.01,18.520283,-72.418104,136,182,231
,2553  3,403,3264,772587.75,2049701.01,18.520283,-72.418103,136,184,236
,2554  3,404,3264,772587.83,2049701.01,18.520283,-72.418102,136,187,237
,2555  3,405,3264,772587.91,2049701.01,18.520283,-72.418102,136,186,238
,2556  3,406,3264,772587.99,2049701.01,18.520283,-72.418101,137,174,240
,2557  3,407,3264,772588.07,2049701.01,18.520283,-72.4181,138,172,238
,2558  3,408,3264,772588.15,2049701.01,18.520283,-72.418099,139,174,236
,2559  3,409,3264,772588.23,2049701.01,18.520283,-72.418099,138,177,234
,2560  3,410,3264,772588.31,2049701.01,18.520283,-72.418098,136,177,231
,2561  3,411,3264,772588.39,2049701.01,18.520283,-72.418097,135,174,228
,2562  3,412,3264,772588.47,2049701.01,18.520283,-72.418096,133,174,224
,2563  3,413,3264,772588.55,2049701.01,18.520283,-72.418095,132,174,222
,2564  3,414,3264,772588.63,2049701.01,18.520283,-72.418095,130,175,224
,2565  3,415,3264,772588.71,2049701.01,18.520283,-72.418094,127,174,226
,2566  3,416,3264,772588.79,2049701.01,18.520283,-72.418093,123,172,228
,2567  3,417,3264,772588.87,2049701.01,18.520283,-72.418092,120,163,216
,2568  3,418,3264,772588.95,2049701.01,18.520283,-72.418092,117,153,202
,2569  3,419,3264,772589.03,2049701.01,18.520283,-72.418091,116,143,188
,2570  3,420,3264,772589.11,2049701.01,18.520283,-72.41809,114,142,198
,2571  3,421,3264,772589.19,2049701.01,18.520283,-72.418089,113,146,220
,2572  3,422,3264,772589.27,2049701.01,18.520283,-72.418089,131,176,242
,2573  3,423,3264,772589.35,2049701.01,18.520283,-72.418088,150,203,255
,2574  3,424,3264,772589.43,2049701.01,18.520283,-72.418087,168,226,255
,2575  3,425,3264,772589.51,2049701.01,18.520283,-72.418086,178,237,255
,2576  3,426,3264,772589.59,2049701.01,18.520283,-72.418086,185,246,255
,2577  3,427,3264,772589.67,2049701.01,18.520283,-72.418085,193,255,255
,2578  3,428,3264,772589.76,2049701.01,18.520283,-72.418084,190,251,255
,2579  3,429,3264,772589.84,2049701.01,18.520283,-72.418083,178,234,255
,2580  3,430,3264,772589.92,2049701.01,18.520283,-72.418083,165,203,255
,2581  3,431,3264,772590,2049701.01,18.520283,-72.418082,153,173,234
,2582  3,432,3264,772590.08,2049701.01,18.520283,-72.418081,139,158,202
,2583  3,433,3264,772590.16,2049701.01,18.520283,-72.41808,126,148,190
,2584  3,434,3264,772590.24,2049701.01,18.520283,-72.41808,112,143,193
,2585  3,435,3264,772590.32,2049701.01,18.520283,-72.418079,112,145,195
,2586  3,382,3265,772586.06,2049700.93,18.520283,-72.418119,121,181,235
,2587  3,383,3265,772586.14,2049700.93,18.520283,-72.418118,129,185,242
,2588  3,384,3265,772586.22,2049700.93,18.520283,-72.418118,137,197,251
,2589  3,385,3265,772586.3,2049700.93,18.520283,-72.418117,145,211,255
,2590  3,386,3265,772586.38,2049700.93,18.520283,-72.418116,152,215,255
,2591  3,387,3265,772586.46,2049700.93,18.520283,-72.418115,159,222,255
,2592  3,388,3265,772586.54,2049700.93,18.520283,-72.418115,166,230,255
,2593  3,389,3265,772586.62,2049700.93,18.520283,-72.418114,166,225,255
,2594  3,390,3265,772586.7,2049700.93,18.520283,-72.418113,165,217,255
,2595  3,391,3265,772586.78,2049700.93,18.520283,-72.418112,165,206,252
,2596  3,392,3265,772586.86,2049700.93,18.520283,-72.418111,160,196,235
,2597  3,393,3265,772586.94,2049700.93,18.520282,-72.418111,151,185,217
,2598  3,394,3265,772587.02,2049700.93,18.520282,-72.41811,142,166,207
,2599  3,395,3265,772587.1,2049700.93,18.520282,-72.418109,135,150,199
,2600  3,396,3265,772587.18,2049700.93,18.520282,-72.418108,129,141,190
,2601  3,397,3265,772587.27,2049700.93,18.520282,-72.418108,123,146,194
,2602  3,398,3265,772587.35,2049700.93,18.520282,-72.418107,117,158,205
,2603  3,399,3265,772587.43,2049700.93,18.520282,-72.418106,122,168,217
,2604  3,400,3265,772587.51,2049700.93,18.520282,-72.418105,127,175,223
,2605  3,401,3265,772587.59,2049700.93,18.520282,-72.418105,132,175,224
,2606  3,402,3265,772587.67,2049700.93,18.520282,-72.418104,134,177,225
,2607  3,403,3265,772587.75,2049700.93,18.520282,-72.418103,135,179,226
,2608  3,404,3265,772587.83,2049700.93,18.520282,-72.418102,136,176,230
,2609  3,405,3265,772587.91,2049700.93,18.520282,-72.418102,137,174,234
,2610  3,406,3265,772587.99,2049700.93,18.520282,-72.418101,137,172,238
,2611  3,407,3265,772588.07,2049700.93,18.520282,-72.4181,138,177,237
,2612  3,408,3265,772588.15,2049700.93,18.520282,-72.418099,138,182,235
,2613  3,409,3265,772588.23,2049700.93,18.520282,-72.418099,138,181,233
,2614  3,410,3265,772588.31,2049700.93,18.520282,-72.418098,137,180,233
,2615  3,411,3265,772588.39,2049700.93,18.520282,-72.418097,136,177,235
,2616  3,412,3265,772588.47,2049700.93,18.520282,-72.418096,135,180,237
,2617  3,413,3265,772588.55,2049700.93,18.520282,-72.418095,134,183,238
,2618  3,414,3265,772588.63,2049700.93,18.520282,-72.418095,133,187,236
,2619  3,415,3265,772588.71,2049700.93,18.520282,-72.418094,130,184,235
,2620  3,416,3265,772588.79,2049700.93,18.520282,-72.418093,125,178,233
,2621  3,417,3265,772588.87,2049700.93,18.520282,-72.418092,121,165,219
,2622  3,418,3265,772588.95,2049700.93,18.520282,-72.418092,118,153,204
,2623  3,419,3265,772589.03,2049700.93,18.520282,-72.418091,117,142,190
,2624  3,420,3265,772589.11,2049700.93,18.520282,-72.41809,116,149,207
,2625  3,421,3265,772589.19,2049700.93,18.520282,-72.418089,118,165,233
,2626  3,422,3265,772589.27,2049700.93,18.520282,-72.418089,135,193,255
,2627  3,423,3265,772589.35,2049700.93,18.520282,-72.418088,153,215,255
,2628  3,424,3265,772589.43,2049700.93,18.520282,-72.418087,171,228,255
,2629  3,425,3265,772589.51,2049700.93,18.520282,-72.418086,173,228,255
,2630  3,426,3265,772589.59,2049700.93,18.520282,-72.418086,173,226,255
